Country,Reading_0_100,Math_0_100,Science_0_100,Enrollment,EParticipation,Media_Access,IT,v_MLI,v_MLI_check,missing_any,missing_which,over_100_vMLI,over_100_vMLI_check,reason
Cameroon,NA,NA,NA,16.6614294830602,42.47,NA,NA,26.98485768983612,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Guinea,NA,NA,NA,10.8547201156616,50.68,NA,NA,26.784832069396963,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
"Korea, Dem. People's Rep.",NA,NA,NA,26.7206192016602,NA,NA,NA,26.7206192016602,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Namibia,NA,NA,NA,26.1092654658031,27.4,NA,NA,26.625559279481863,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Senegal,NA,NA,NA,15.3302400879779,42.47,NA,NA,26.186144052786737,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Palestinian Territories,24.83,27.5,28,NA,NA,NA,NA,25.998,NA,TRUE,Enrollment|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
El Salvador,27.33,23.83,28.83,32.8347079463918,38.36,NA,0,25.822843653264616,NA,TRUE,Media_Access,FALSE,NA,NA in v_MLI or v_MLI_check
Turks and Caicos Islands,NA,NA,NA,25.2537080405933,NA,NA,NA,25.2537080405933,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Bhutan,NA,NA,NA,13.011259392916,49.32,NA,19.5,25.239111168392576,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access,FALSE,NA,NA in v_MLI or v_MLI_check
Guyana,NA,NA,NA,26.4315792489043,21.92,NA,NA,24.62694754934258,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Cape Verde,NA,NA,NA,24.2905954414767,NA,NA,NA,24.2905954414767,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Belize,NA,NA,NA,24.8098643151325,23.29,NA,NA,24.2019185890795,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Botswana,NA,NA,NA,21.4087908549348,27.4,NA,NA,23.80527451296088,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
St. Vincent and the Grenadines,NA,NA,NA,23.6186294555664,NA,NA,NA,23.6186294555664,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Nauru,NA,NA,NA,NA,23.29,NA,NA,23.29,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Curacao,NA,NA,NA,23.0842005676443,NA,NA,NA,23.0842005676443,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Small states,NA,NA,NA,22.8753509521484,NA,NA,NA,22.8753509521484,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Vanuatu,NA,NA,NA,4.87792015075684,46.58,NA,NA,21.558752090454107,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Nepal,NA,NA,NA,21.2915596292014,21.92,NA,NA,21.54293577752084,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Bahamas,NA,NA,NA,14.8425798416138,31.51,NA,NA,21.50954790496828,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Benin,NA,NA,NA,10.2350101470947,36.99,NA,NA,20.937006088256823,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Samoa,NA,NA,NA,14.6106638814429,30.14,NA,NA,20.822398328865734,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Seychelles,NA,NA,NA,14.5342502593994,30.14,NA,NA,20.77655015563964,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Trinidad and Tobago,NA,NA,NA,11.8308000564575,32.879999999999995,NA,NA,20.2504800338745,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
American Samoa,NA,NA,NA,19.6201190948486,NA,NA,NA,19.6201190948486,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Eswatini,NA,NA,NA,6.43545771863543,38.36,NA,NA,19.205274631181258,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Myanmar,NA,NA,NA,20.3723297119141,16.439999999999998,NA,NA,18.79939782714846,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Bermuda,NA,NA,NA,17.3357105255127,NA,NA,NA,17.3357105255127,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Dominica,NA,NA,NA,6.9480299949646,30.14,NA,NA,16.22481799697876,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Kiribati,NA,NA,NA,4.96087980270386,32.879999999999995,NA,NA,16.128527881622315,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Madagascar,NA,NA,NA,6.1466638463036,30.14,NA,NA,15.74399830778216,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Chad,NA,NA,NA,4.39665967267065,31.51,NA,NA,15.24199580360239,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Gambia,NA,NA,NA,13.4765901565552,17.810000000000002,NA,NA,15.20995409393312,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
St. Lucia,NA,NA,NA,15.0396404266357,NA,NA,NA,15.0396404266357,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Laos,NA,NA,NA,14.8841695785522,NA,NA,NA,14.8841695785522,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Burkina Faso,NA,NA,NA,10.0419678526515,21.92,NA,NA,14.7931807115909,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Suriname,NA,NA,NA,4.93785087797966,28.77,NA,NA,14.470710526787796,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Tuvalu,NA,NA,NA,19.3509615384615,6.8500000000000005,NA,NA,14.3505769230769,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Sierra Leone,NA,NA,NA,1.98783004283905,32.879999999999995,NA,NA,14.34469802570343,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Sao Tome and Principe,NA,NA,NA,12.8210802078247,16.439999999999998,NA,NA,14.26864812469482,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Aruba,NA,NA,NA,14.0655418559377,NA,NA,NA,14.0655418559377,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Mali,NA,NA,NA,5.12750941173932,27.4,NA,NA,14.036505647043592,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Turkmenistan,NA,NA,NA,20.4250351701637,4.109999999999999,NA,NA,13.89902110209822,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Micronesia,NA,NA,NA,13.3582201004028,NA,NA,NA,13.3582201004028,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Liberia,NA,NA,NA,10.838520055325,16.439999999999998,NA,NA,13.079112033195,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
IDA only,NA,NA,NA,12.8071804046631,NA,NA,NA,12.8071804046631,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Mozambique,NA,NA,NA,7.4630510423433,20.549999999999997,NA,NA,12.697830625405976,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Burundi,NA,NA,NA,6.02545976638794,21.92,NA,NA,12.383275859832764,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Sudan,NA,NA,NA,15.8645696640015,6.8500000000000005,NA,NA,12.2587417984009,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Lesotho,NA,NA,NA,9.93844298033582,20.549999999999997,NA,6.3,11.93076127728678,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access,FALSE,NA,NA in v_MLI or v_MLI_check
Cote d'Ivoire,NA,NA,NA,11.5724272130065,NA,NA,NA,11.5724272130065,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Yemen,NA,NA,NA,8.80690002441406,15.07,NA,NA,11.312140014648437,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Comoros,NA,NA,NA,18.8190281456697,0,NA,NA,11.29141688740182,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
South Sudan,NA,NA,NA,NA,10.96,NA,NA,10.96,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Afghanistan,NA,NA,NA,10.85435962677,10.96,NA,NA,10.896615776062,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Equatorial Guinea,NA,NA,NA,1.84452998638153,23.29,NA,NA,10.422717991828918,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Congo (Brazzaville),NA,NA,NA,10.3812103271484,NA,NA,NA,10.3812103271484,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Guinea-Bissau,NA,NA,NA,2.62031006813049,21.92,NA,NA,10.340186040878294,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Africa Western and Central,NA,NA,NA,10.1902599334717,NA,NA,NA,10.1902599334717,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Gabon,NA,NA,NA,7.65526008605957,12.33,NA,NA,9.525156051635744,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Niger,NA,NA,NA,4.15170730347346,20.549999999999997,NA,6,9.36501741577434,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access,FALSE,NA,NA in v_MLI or v_MLI_check
Papua New Guinea,NA,NA,NA,1.94981002807617,19.18,NA,NA,8.841886016845702,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Africa Eastern and Southern,NA,NA,NA,8.66186046600342,NA,NA,NA,8.66186046600342,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Mauritania,NA,NA,NA,5.97194330025359,12.33,NA,NA,8.515165980152155,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Sint Maarten (Dutch part),NA,NA,NA,7.65284309533989,NA,NA,NA,7.65284309533989,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Djibouti,NA,NA,NA,5.16012001037598,9.59,NA,NA,6.932072006225589,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Congo (Kinshasa),NA,NA,NA,6.37987995147705,NA,NA,NA,6.37987995147705,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Central African Republic,NA,NA,NA,2.77519989013672,8.219999999999999,NA,NA,4.953119934082032,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Haiti,NA,NA,NA,1.05140995979309,9.59,NA,NA,4.466845975875854,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Tanzania,NA,NA,NA,4.01880979537964,NA,NA,NA,4.01880979537964,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Eritrea,NA,NA,NA,3.20262002944946,1.37,NA,NA,2.469572017669676,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
"Somalia, Fed. Rep.",NA,NA,NA,2.41033005714417,NA,NA,NA,2.41033005714417,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
French Polynesia,NA,NA,NA,1.45677995681763,NA,NA,NA,1.45677995681763,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|EParticipation|Media_Access|IT,FALSE,NA,NA in v_MLI or v_MLI_check
Channel Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
Faroe Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
Greenland,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
Guam,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
Kosovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
Not classified,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
St. Martin (French part),NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Reading_0_100|Math_0_100|Science_0_100|Enrollment|EParticipation|Media_Access|IT,NA,NA,NA in v_MLI or v_MLI_check
